活动号,行业分类,业务类型,业务项
10100847921,A1 运营商,集团采购,积分兑换
10100847922,A1 运营商,集团采购,积分兑换
10101849361,A1 运营商,集团采购,积分兑换
10101849362,A1 运营商,集团采购,积分兑换
10101849363,A1 运营商,集团采购,积分兑换
11010562285,A1 运营商,集团采购,其他
11010562286,A1 运营商,集团采购,其他
11010562287,A1 运营商,集团采购,其他
11022267621,A1 运营商,集团采购,积分兑换
11051982082,A1 运营商,集团采购,积分兑换
11051982083,A1 运营商,集团采购,积分兑换
11121448569,A1 运营商,集团采购,积分兑换
11121448570,A1 运营商,集团采购,积分兑换
11122251010,A1 运营商,集团采购,积分兑换
11122251011,A1 运营商,集团采购,积分兑换
11122251012,A1 运营商,集团采购,积分兑换
11122251013,A1 运营商,集团采购,积分兑换
11122251014,A1 运营商,集团采购,积分兑换
11122251015,A1 运营商,集团采购,积分兑换
12021662934,A1 运营商,集团采购,积分兑换
12021662935,A1 运营商,集团采购,积分兑换
11101125651,A1 运营商,集团采购,积分兑换
11110836526,A1 运营商,集团采购,积分兑换
11121348051,A1 运营商,集团采购,积分兑换
12011056506,A1 运营商,集团采购,积分兑换
12022163626,A1 运营商,集团采购,积分兑换
12022163628,A1 运营商,集团采购,积分兑换
11070497341,A1 运营商,集团采购,积分兑换
11070497342,A1 运营商,集团采购,积分兑换
11070497343,A1 运营商,集团采购,积分兑换
11070497344,A1 运营商,集团采购,积分兑换
11111138279,A1 运营商,集团采购,积分兑换
11112341795,A1 运营商,集团采购,积分兑换
11112341798,A1 运营商,集团采购,积分兑换
11121348048,A1 运营商,集团采购,积分兑换
11122652010,A1 运营商,集团采购,积分兑换
11122652018,A1 运营商,集团采购,积分兑换
12022063579,A1 运营商,集团采购,积分兑换
12022063580,A1 运营商,集团采购,积分兑换
12022163786,A1 运营商,集团采购,积分兑换
12030567266,A1 运营商,集团采购,积分兑换
12030567268,A1 运营商,集团采购,积分兑换
12030567270,A1 运营商,集团采购,积分兑换
12030567271,A1 运营商,集团采购,积分兑换
12030567274,A1 运营商,集团采购,积分兑换
12030567275,A1 运营商,集团采购,积分兑换
12030567276,A1 运营商,集团采购,积分兑换
12030567281,A1 运营商,集团采购,积分兑换
12030567283,A1 运营商,集团采购,积分兑换
12030567284,A1 运营商,集团采购,积分兑换
12032271655,A1 运营商,集团采购,积分兑换
12032271656,A1 运营商,集团采购,积分兑换
12032271657,A1 运营商,集团采购,积分兑换
12032271659,A1 运营商,集团采购,积分兑换
12032271660,A1 运营商,集团采购,积分兑换
12032271661,A1 运营商,集团采购,积分兑换
12032271662,A1 运营商,集团采购,积分兑换
12032271663,A1 运营商,集团采购,积分兑换
12032372012,A1 运营商,集团采购,积分兑换
12033073406,A1 运营商,集团采购,积分兑换
12033073407,A1 运营商,集团采购,积分兑换
12033073408,A1 运营商,集团采购,积分兑换
12033073410,A1 运营商,集团采购,积分兑换
12033073411,A1 运营商,集团采购,积分兑换
12033073412,A1 运营商,集团采购,积分兑换
12011457626,A1 运营商,集团采购,积分兑换
12011457587,A1 运营商,集团采购,联盟商家
12011457588,A1 运营商,集团采购,联盟商家
12020860946,A1 运营商,集团采购,联盟商家
12020860954,A1 运营商,集团采购,联盟商家
12030667669,A1 运营商,集团采购,积分兑换
12030667670,A1 运营商,集团采购,积分兑换
12031469726,A1 运营商,集团采购,积分兑换
12031469727,A1 运营商,集团采购,积分兑换
12032271668,A1 运营商,集团采购,积分兑换
11112341608,A1 运营商,集团采购,积分兑换
11112341609,A1 运营商,集团采购,积分兑换
11112341610,A1 运营商,集团采购,积分兑换
11112341611,A1 运营商,集团采购,积分兑换
12032371987,A1 运营商,集团采购,积分兑换
12032371988,A1 运营商,集团采购,积分兑换
12032371989,A1 运营商,集团采购,积分兑换
11021566987,A1 运营商,集团采购,实物营销
11011263201,A1 运营商,集团采购,实物营销
11110234426,A1 运营商,集团采购,实物营销
11122351551,A1 运营商,集团采购,实物营销
11122351553,A1 运营商,集团采购,实物营销
12021361992,A1 运营商,集团采购,实物营销
12030767887,A1 运营商,集团采购,实物营销
12032271674,A1 运营商,集团采购,实物营销
12032271675,A1 运营商,集团采购,实物营销
12032271676,A1 运营商,集团采购,实物营销
11041174488,A1 运营商,集团采购,实物营销
11041174489,A1 运营商,集团采购,实物营销
11041174491,A1 运营商,集团采购,实物营销
11041174496,A1 运营商,集团采购,实物营销
11051080044,A1 运营商,集团采购,实物营销
11091618746,A1 运营商,集团采购,实物营销
11091618747,A1 运营商,集团采购,实物营销
11092822066,A1 运营商,集团采购,实物营销
11102129186,A1 运营商,集团采购,实物营销
11102129187,A1 运营商,集团采购,实物营销
11102129206,A1 运营商,集团采购,实物营销
11102731726,A1 运营商,集团采购,实物营销
11102731727,A1 运营商,集团采购,实物营销
11113044046,A1 运营商,集团采购,实物营销
11113044047,A1 运营商,集团采购,实物营销
11121448592,A1 运营商,集团采购,积分兑换
11123053928,A1 运营商,集团采购,实物营销
12010655555,A1 运营商,集团采购,实物营销
12010655556,A1 运营商,集团采购,实物营销
12010655557,A1 运营商,集团采购,实物营销
12010655558,A1 运营商,集团采购,实物营销
12010655559,A1 运营商,集团采购,实物营销
12011758132,A1 运营商,集团采购,实物营销
12030567306,A1 运营商,集团采购,实物营销
12030567307,A1 运营商,集团采购,实物营销
12032071046,A1 运营商,集团采购,实物营销
12032071047,A1 运营商,集团采购,实物营销
12032071049,A1 运营商,集团采购,实物营销
12032071050,A1 运营商,集团采购,实物营销
12032071052,A1 运营商,集团采购,实物营销
12032071053,A1 运营商,集团采购,实物营销
12032071054,A1 运营商,集团采购,实物营销
12032071055,A1 运营商,集团采购,实物营销
12032071056,A1 运营商,集团采购,实物营销
12032071057,A1 运营商,集团采购,实物营销
12032071058,A1 运营商,集团采购,实物营销
12032071059,A1 运营商,集团采购,实物营销
12032071060,A1 运营商,集团采购,实物营销
12032071061,A1 运营商,集团采购,实物营销
12011457566,A1 运营商,集团采购,实物营销
12010655408,A1 运营商,集团采购,实物营销
12010655410,A1 运营商,集团采购,实物营销
12010655415,A1 运营商,集团采购,实物营销
12010655417,A1 运营商,集团采购,实物营销
12010655420,A1 运营商,集团采购,实物营销
12010655424,A1 运营商,集团采购,实物营销
12010655426,A1 运营商,集团采购,实物营销
12010655427,A1 运营商,集团采购,实物营销
12010655430,A1 运营商,集团采购,实物营销
12010655431,A1 运营商,集团采购,实物营销
12010655432,A1 运营商,集团采购,实物营销
12010655433,A1 运营商,集团采购,实物营销
12010655434,A1 运营商,集团采购,实物营销
12010655435,A1 运营商,集团采购,实物营销
12010655453,A1 运营商,集团采购,实物营销
12010655454,A1 运营商,集团采购,实物营销
12031269066,A1 运营商,集团采购,实物营销
12031269068,A1 运营商,集团采购,实物营销
12032271558,A1 运营商,集团采购,实物营销
12032271559,A1 运营商,集团采购,实物营销
12032271560,A1 运营商,集团采购,实物营销
12032271561,A1 运营商,集团采购,实物营销
12032271562,A1 运营商,集团采购,实物营销
12032271563,A1 运营商,集团采购,实物营销
12032271564,A1 运营商,集团采购,实物营销
11072203185,A1 运营商,集团采购,实物营销
12011357346,A1 运营商,集团采购,实物营销
12022464599,A1 运营商,集团采购,实物营销
12022464600,A1 运营商,集团采购,实物营销
12022464601,A1 运营商,集团采购,实物营销
12030768051,A1 运营商,集团采购,实物营销
12030768052,A1 运营商,集团采购,实物营销
12030768053,A1 运营商,集团采购,实物营销
12030768054,A1 运营商,集团采购,实物营销
12030768055,A1 运营商,集团采购,实物营销
12030768056,A1 运营商,集团采购,实物营销
11122953633,A1 运营商,集团采购,实物营销
11122953635,A1 运营商,集团采购,实物营销
12010555172,A1 运营商,集团采购,实物营销
12010555173,A1 运营商,集团采购,实物营销
12010555174,A1 运营商,集团采购,实物营销
12010555175,A1 运营商,集团采购,实物营销
12010555176,A1 运营商,集团采购,实物营销
12010555179,A1 运营商,集团采购,实物营销
12010555181,A1 运营商,集团采购,实物营销
12022063366,A1 运营商,集团采购,实物营销
12022063368,A1 运营商,集团采购,实物营销
12022063370,A1 运营商,集团采购,实物营销
12022063386,A1 运营商,集团采购,实物营销
11072203127,A1 运营商,集团采购,实物营销
11072203128,A1 运营商,集团采购,实物营销
11072203129,A1 运营商,集团采购,实物营销
11110133979,A1 运营商,集团采购,实物营销
12031469806,A1 运营商,集团采购,实物营销
11090214128,A1 运营商,集团采购,其他
20090224041,A1 运营商,集团采购,其他
20090303301,A1 运营商,集团采购,其他
20090317899,A1 运营商,集团采购,其他
11040173482,A1 运营商,集团采购,其他
11123053806,A1 运营商,集团采购,积分兑换
11123053807,A1 运营商,集团采购,积分兑换
11123053808,A1 运营商,集团采购,积分兑换
11123053810,A1 运营商,集团采购,积分兑换
11123053811,A1 运营商,集团采购,积分兑换
11123053812,A1 运营商,集团采购,积分兑换
11123053826,A1 运营商,集团采购,积分兑换
11123053828,A1 运营商,集团采购,积分兑换
10090344001,A1 运营商,集团采购,积分兑换
10111753488,A1 运营商,集团采购,积分兑换
10111753489,A1 运营商,集团采购,积分兑换
11031871101,A1 运营商,集团采购,积分兑换
11092822086,A1 运营商,集团采购,积分兑换
11102430028,A1 运营商,集团采购,积分兑换
11102430030,A1 运营商,集团采购,积分兑换
9110314861,A1 运营商,集团采购,积分兑换
10032627862,A1 运营商,集团采购,其他
10062435281,A1 运营商,集团采购,积分兑换
10080541241,A1 运营商,集团采购,积分兑换
12011357446,A1 运营商,集团采购,积分兑换
11062794561,A1 运营商,集团采购,其他
11062794562,A1 运营商,集团采购,其他
11062794563,A1 运营商,集团采购,其他
11031670583,A1 运营商,集团采购,积分兑换
11031670584,A1 运营商,集团采购,积分兑换
10011122025,A1 运营商,集团采购,积分兑换
10041329084,A1 运营商,集团采购,积分兑换
20081017905,A1 运营商,集团采购,其他
20081017903,A1 运营商,集团采购,其他
20090319915,A1 运营商,集团采购,其他
12013000482,A1 运营商,集团采购,其他
20081208401,A1 运营商,集团采购,实物营销
9081706881,A1 运营商,集团采购,会员权益
10090143688,A1 运营商,集团采购,其他
10090143687,A1 运营商,集团采购,其他
10072139821,A1 运营商,集团采购,其他
10120957882,A1 运营商,集团采购,实物营销
10122360704,A1 运营商,集团采购,实物营销
10122360705,A1 运营商,集团采购,实物营销
10122360703,A1 运营商,集团采购,实物营销
12021400731,A1 运营商,集团采购,实物营销
11052984241,A1 运营商,集团采购,实物营销
11080406249,A1 运营商,集团采购,实物营销
11080406248,A1 运营商,集团采购,实物营销
11080406250,A1 运营商,集团采购,实物营销
12022701021,A1 运营商,集团采购,实物营销
11052984243,A1 运营商,集团采购,实物营销
11080406251,A1 运营商,集团采购,实物营销
11080406252,A1 运营商,集团采购,实物营销
11071401027,A1 运营商,集团采购,会员权益
